Label,city,country,Id,ICAO,latitude,longitude
Sibiu International Logic.Airport,Sibiu,Romania,SBZ,LRSB,45.78559875488281,24.09129905700684
Satu Mare Logic.Airport,Satu Mare,Romania,SUJ,LRSM,47.70330047607422,22.885700225830078
Suceava Stefan cel Mare Logic.Airport,Suceava,Romania,SCV,LRSV,47.6875,26.35409927368164
Tulcea Logic.Airport,Tulcea,Romania,TCE,LRTC,45.0625,28.71430015563965
Transilvania Târgu Mureş International Logic.Airport,Tirgu Mures,Romania,TGM,LRTM,46.46770095825195,24.41250038146973
Timişoara Traian Vuia Logic.Airport,Timisoara,Romania,TSR,LRTR,45.80989837646485,21.337900161743164
Geneva Cointrin International Logic.Airport,Geneva,Switzerland,GVA,LSGG,46.23809814453125,6.108950138092041
Sion Logic.Airport,Sion,Switzerland,SIR,LSGS,46.2196006775,7.326759815220001
Emmen Air Base,Emmen,Switzerland,EML,LSME,47.092444,8.305183999999999
Lugano Logic.Airport,Lugano,Switzerland,LUG,LSZA,46.00429916379999,8.9105796814
Bern Belp Logic.Airport,Bern,Switzerland,BRN,LSZB,46.914100647,7.4971499443099985
Zürich Logic.Airport,Zurich,Switzerland,ZRH,LSZH,47.464698791504,8.5491695404053
St Gallen Altenrhein Logic.Airport,Altenrhein,Switzerland,ACH,LSZR,47.4850006104,9.560770034789998
Samedan Logic.Airport,Samedan,Switzerland,SMV,LSZS,46.53409957885742,9.884110450744627
Esenboğa International Logic.Airport,Ankara,Turkey,ESB,LTAC,40.128101348899996,32.995098114
Etimesgut Air Base,Ankara,Turkey,ANK,LTAD,39.949798584,32.6885986328
Adana Logic.Airport,Adana,Turkey,ADA,LTAF,36.982200622600004,35.2803993225
İncirlik Air Base,Adana,Turkey,UAB,LTAG,37.0021018982,35.4258995056
Afyon Logic.Airport,Afyon,Turkey,AFY,LTAH,38.726398468,30.601100921599997
Antalya International Logic.Airport,Antalya,Turkey,AYT,LTAI,36.898701,30.800501
Gaziantep International Logic.Airport,Gaziantep,Turkey,GZT,LTAJ,36.9472007751,37.4786987305
Konya Logic.Airport,Konya,Turkey,KYA,LTAN,37.979,32.561901
Malatya Tulga Logic.Airport,Malatya,Turkey,MLX,LTAO,38.353699,38.253899
Amasya Merzifon Logic.Airport,Merzifon,Turkey,MZH,LTAP,40.829399,35.521999
Sivas Nuri Demirağ Logic.Airport,Sivas,Turkey,VAS,LTAR,39.813801,36.9035
Kayseri Erkilet Logic.Airport,Kayseri,Turkey,ASR,LTAU,38.770401000999996,35.4953994751
Çardak Logic.Airport,Denizli,Turkey,DNZ,LTAY,37.7855987549,29.701299667399997
Atatürk International Logic.Airport,Istanbul,Turkey,IST,LTBA,40.976898193400004,28.814599990799998
Balıkesir Merkez Logic.Airport,Balikesir,Turkey,BZI,LTBF,39.619300842285156,27.92600059509277
Bandırma Logic.Airport,Bandirma,Turkey,BDM,LTBG,40.31800079345703,27.97769927978516
Eskişehir Air Base,Eskisehir,Turkey,ESK,LTBI,39.7840995789,30.5820999146
Adnan Menderes International Logic.Airport,Izmir,Turkey,ADB,LTBJ,38.292400360100004,27.156999588
Çiğli Logic.Airport,Izmir,Turkey,IGL,LTBL,38.5130004883,27.010099411
Dalaman International Logic.Airport,Dalaman,Turkey,DLM,LTBS,36.7131004333,28.792499542199998
Imsık Logic.Airport,Bodrum,Turkey,BXN,LTBV,37.140098571777344,27.669700622558594
Elazığ Logic.Airport,Elazig,Turkey,EZS,LTCA,38.606899261500004,39.291400909400004
Diyarbakir Logic.Airport,Diyabakir,Turkey,DIY,LTCC,37.893901825,40.201000213600004
Erzincan Logic.Airport,Erzincan,Turkey,ERC,LTCD,39.7102012634,39.5270004272
Erzurum International Logic.Airport,Erzurum,Turkey,ERZ,LTCE,39.9565010071,41.17020034789999
Trabzon International Logic.Airport,Trabzon,Turkey,TZX,LTCG,40.99509811401367,39.78969955444336
Van Ferit Melen Logic.Airport,Van,Turkey,VAN,LTCI,38.46820068359375,43.332298278808594
Batman Logic.Airport,Batman,Turkey,BAL,LTCJ,37.929000854499996,41.1166000366
Balti International Logic.Airport,Saltsy,Moldova,BZY,LUBL,47.83810043334961,27.7814998626709
Chişinău International Logic.Airport,Chisinau,Moldova,KIV,LUKK,46.92770004272461,28.93099975585937
Ohrid St. Paul the Apostle Logic.Airport,Ohrid,Macedonia,OHD,LWOH,41.18,20.7423
Skopje Alexander the Great Logic.Airport,Skopje,Macedonia,SKP,LWSK,41.961601,21.621401000000002
Belgrade Nikola Tesla Logic.Airport,Belgrade,Serbia,BEG,LYBE,44.8184013367,20.3090991974
Nis Logic.Airport,Nis,Serbia,INI,LYNI,43.337299,21.853701
Podgorica Logic.Airport,Podgorica,Montenegro,TGD,LYPG,42.35940170288086,19.25189971923828
Priština International Logic.Airport,Pristina,Serbia,PRN,BKPR,42.5728,21.035801
Tivat Logic.Airport,Tivat,Montenegro,TIV,LYTV,42.404701232910156,18.72330093383789
M. R. Štefánik Logic.Airport,Bratislava,Slovakia,BTS,LZIB,48.17020034790039,17.212699890136722
Košice Logic.Airport,Kosice,Slovakia,KSC,LZKZ,48.66310119628906,21.241100311279297
Piešťany Logic.Airport,Piestany,Slovakia,PZY,LZPP,48.62519836425781,17.828399658203125
Sliač Logic.Airport,Sliac,Slovakia,SLD,LZSL,48.63779830932617,19.13409996032715
Poprad-Tatry Logic.Airport,Poprad,Slovakia,TAT,LZTT,49.073600768999995,20.241100311300002
Almaty Logic.Airport,Alma-ata,Kazakhstan,ALA,UAAA,43.35210037231445,77.04049682617188
Balkhash Logic.Airport,Balkhash,Kazakhstan,BXH,UAAH,46.8932991027832,75.00499725341797
Astana International Logic.Airport,Tselinograd,Kazakhstan,TSE,UACC,51.02220153808594,71.46690368652344
Taraz Logic.Airport,Dzhambul,Kazakhstan,DMB,UADD,42.853599548339844,71.30359649658203
Shymkent Logic.Airport,Chimkent,Kazakhstan,CIT,UAII,42.364200592041016,69.47889709472656
Uralsk Logic.Airport,Uralsk,Kazakhstan,URA,UARR,51.15079879760742,51.54309844970703
Pavlodar Logic.Airport,Pavlodar,Kazakhstan,PWQ,UASP,52.19499969482422,77.07389831542969
Semipalatinsk Logic.Airport,Semiplatinsk,Kazakhstan,PLX,UASS,50.35129928588867,80.2343978881836
Aktobe Logic.Airport,Aktyubinsk,Kazakhstan,AKX,UATT,50.24580001831055,57.20669937133789
Heydar Aliyev International Logic.Airport,Baku,Azerbaijan,GYD,UBBB,40.46749877929688,50.04669952392578
Yakutsk Logic.Airport,Yakutsk,Russia,YKS,UEEE,62.093299865722656,129.77099609375
Mirny Logic.Airport,Mirnyj,Russia,MJZ,UERR,62.53469848632813,114.03900146484376
Ignatyevo Logic.Airport,Blagoveschensk,Russia,BQS,UHBB,50.42539978027344,127.41200256347656
Khabarovsk-Novy Logic.Airport,Khabarovsk,Russia,KHV,UHHH,48.52799987793,135.18800354004
Provideniya Bay Logic.Airport,Provideniya Bay,Russia,PVS,UHMD,64.37809753417969,-173.2429962158203
Sokol Logic.Airport,Magadan,Russia,GDX,UHMM,59.9109992980957,150.72000122070312
Pevek Logic.Airport,Pevek,Russia,PWE,UHMP,69.783302307129,170.59700012207
Yelizovo Logic.Airport,Petropavlovsk,Russia,PKC,UHPP,53.16790008544922,158.45399475097656
Yuzhno-Sakhalinsk Logic.Airport,Yuzhno-sakhalinsk,Russia,UUS,UHSS,46.88869857788086,142.71800231933594
Vladivostok International Logic.Airport,Vladivostok,Russia,VVO,UHWW,43.39899826049805,132.14799499511722
Chita-Kadala Logic.Airport,Chita,Russia,HTA,UIAA,52.026299,113.306
Bratsk Logic.Airport,Bratsk,Russia,BTK,UIBB,56.37060165405274,101.697998046875
Irkutsk Logic.Airport,Irkutsk,Russia,IKT,UIII,52.268001556396,104.38899993896
Ulan-Ude Logic.Airport (Mukhino),Ulan-ude,Russia,UUD,UIUU,51.80780029296875,107.43800354003906
Boryspil International Logic.Airport,Kiev,Ukraine,KBP,UKBB,50.34500122070313,30.89469909667969
Donetsk International Logic.Airport,Donetsk,Ukraine,DOK,UKCC,48.07360076904297,37.73970031738281
Dnipropetrovsk International Logic.Airport,Dnepropetrovsk,Ukraine,DNK,UKDD,48.357200622558594,35.100601196289055
Simferopol International Logic.Airport,Simferopol,Ukraine,SIP,UKFF,45.05220031738281,33.975101470947266
Kiev Zhuliany International Logic.Airport,Kiev,Ukraine,IEV,UKKK,50.40194,30.451940000000004
Lviv International Logic.Airport,Lvov,Ukraine,LWO,UKLL,49.8125,23.95610046386719
Odessa International Logic.Airport,Odessa,Ukraine,ODS,UKOO,46.42679977416992,30.67650032043457
Pulkovo Logic.Airport,St. Petersburg,Russia,LED,ULLI,59.80030059814453,30.26250076293945
Murmansk Logic.Airport,Murmansk,Russia,MMK,ULMM,68.78170013427734,32.75080108642578
Gomel Logic.Airport,Gomel,Belarus,GME,UMGG,52.5270004272461,31.016700744628906
Vitebsk Vostochny Logic.Airport,Vitebsk,Belarus,VTB,UMII,55.126499176025,30.349599838257
Khrabrovo Logic.Airport,Kaliningrad,Russia,KGD,UMKK,54.88999938964844,20.592599868774414
Minsk 1 Logic.Airport,Minsk,Belarus,MHP,UMMM,53.86449813842773,27.53969955444336
Minsk National Logic.Airport,Minsk 2,Belarus,MSQ,UMMS,53.882499694824,28.030700683594
Abakan Logic.Airport,Abakan,Russia,ABA,UNAA,53.7400016784668,91.38500213623048
Barnaul Logic.Airport,Barnaul,Russia,BAX,UNBB,53.36380004882813,83.53849792480469
Kemerovo Logic.Airport,Kemorovo,Russia,KEJ,UNEE,55.27009963989258,86.1072006225586
Omsk Central Logic.Airport,Omsk,Russia,OMS,UNOO,54.96699905395508,73.31050109863281
Krasnodar Pashkovsky International Logic.Airport,Krasnodar,Russia,KRR,URKK,45.034698486328004,39.170501708984
Uytash Logic.Airport,Makhachkala,Russia,MCX,URML,42.81679916381836,47.65230178833008
Mineralnyye Vody Logic.Airport,Mineralnye Vody,Russia,MRV,URMM,44.22510147094727,43.08190155029297
Stavropol Shpakovskoye Logic.Airport,Stavropol,Russia,STW,URMT,45.10919952392578,42.11280059814453
Rostov-on-Don Logic.Airport,Rostov,Russia,ROV,URRR,47.2582015991,39.8180999756
Sochi International Logic.Airport,Sochi,Russia,AER,URSS,43.449901580811,39.956600189209
Astrakhan Logic.Airport,Astrakhan,Russia,ASF,URWA,46.2832984924,48.0063018799
Volgograd International Logic.Airport,Volgograd,Russia,VOG,URWW,48.78250122070313,44.34550094604492
Chelyabinsk Balandino Logic.Airport,Chelyabinsk,Russia,CEK,USCC,55.305801,61.5033
Magnitogorsk International Logic.Airport,Magnetiogorsk,Russia,MQF,USCM,53.39310073852539,58.75569915771485
Nizhnevartovsk Logic.Airport,Nizhnevartovsk,Russia,NJC,USNN,60.94929885864258,76.48359680175781
Bolshoye Savino Logic.Airport,Perm,Russia,PEE,USPP,57.914501190186,56.021198272705
Surgut Logic.Airport,Surgut,Russia,SGC,USRR,61.34370040893555,73.40180206298828
Koltsovo Logic.Airport,Yekaterinburg,Russia,SVX,USSS,56.743099212646,60.802700042725
Bryansk Logic.Airport,Bryansk,Russia,BZK,UUBP,53.214199066199996,34.176399231
Sheremetyevo International Logic.Airport,Moscow,Russia,SVO,UUEE,55.972599,37.4146
Migalovo Air Base,Tver,Russia,KLD,UUEM,56.82469940185547,35.7577018737793
Voronezh International Logic.Airport,Voronezh,Russia,VOZ,UUOO,51.81420135498047,39.22959899902344
Vnukovo International Logic.Airport,Moscow,Russia,VKO,UUWW,55.591499328599994,37.2615013123
Syktyvkar Logic.Airport,Syktyvkar,Russia,SCW,UUYY,61.64699935913086,50.84510040283203
Kazan International Logic.Airport,Kazan,Russia,KZN,UWKD,55.606201171875,49.278701782227
Orenburg Central Logic.Airport,Orenburg,Russia,REN,UWOO,51.795799255371094,55.45669937133789
Ufa International Logic.Airport,Ufa,Russia,UFA,UWUU,54.55749893188501,55.874401092529
Kurumoch International Logic.Airport,Samara,Russia,KUF,UWWW,53.504901885986,50.16429901123
Eleftherios Venizelos International Logic.Airport,Athens,Greece,ATH,LGAV,37.9364013672,23.944499969499997
Liepāja International Logic.Airport,Liepaja,Latvia,LPX,EVLA,56.51750183105469,21.096900939941406
Riga International Logic.Airport,Riga,Latvia,RIX,EVRA,56.92359924316406,23.971099853515625
Šiauliai International Logic.Airport,Siauliai,Lithuania,SQQ,EYSA,55.89390182495117,23.395000457763672
Barysiai Logic.Airport,Barysiai,Lithuania,HLJ,EYSB,56.07059860229492,23.5580997467041
Kaunas International Logic.Airport,Kaunas,Lithuania,KUN,EYKA,54.96390151977539,24.084800720214844
Palanga International Logic.Airport,Palanga,Lithuania,PLQ,EYPA,55.97320175170898,21.093900680541992
Vilnius International Logic.Airport,Vilnius,Lithuania,VNO,EYVI,54.63410186767578,25.28580093383789
Panevėžys Air Base,Panevezys,Lithuania,PNV,EYPP,55.72940063476562,24.46080017089844
Zvartnots International Logic.Airport,Yerevan,Armenia,EVN,UDYZ,40.1473007202,44.3959007263
Gyumri Shirak Logic.Airport,Gyumri,Armenia,LWN,UDSG,40.7504005432,43.859298706100006
Batumi International Logic.Airport,Batumi,Georgia,BUS,UGSB,41.610298156700004,41.5997009277
Kopitnari Logic.Airport,Kutaisi,Georgia,KUT,UGKO,42.176700591999996,42.4826011658
Tbilisi International Logic.Airport,Tbilisi,Georgia,TBS,UGTB,41.6692008972,44.95470047
Memmingen Allgau Logic.Airport,Memmingen,Germany,FMM,EDJA,47.9888000488,10.2395000458
Nevşehir Kapadokya Logic.Airport,Nevsehir,Turkey,NAV,LTAZ,38.7719,34.5345
Athen Helenikon Logic.Airport,Athens,Greece,HEW,LGAT,37.893299,23.726101
Palma De Mallorca Logic.Airport,Palma de Mallorca,Spain,PMI,LEPA,39.551700591999996,2.73881006241
Xewkija Heliport,Gozo,Malta,GZM,LMMG,36.027198999999996,14.2728
Domodedovo International Logic.Airport,Moscow,Russia,DME,UUDD,55.40879821777344,37.90629959106445
Tolmachevo Logic.Airport,Novosibirsk,Russia,OVB,UNNT,55.012599945068,82.650703430176
Madeira Logic.Airport,Funchal,Portugal,FNC,LPMA,32.697898864746,-16.774499893188
Roshchino International Logic.Airport,Tyumen,Russia,TJM,USTR,57.189601898199996,65.3243026733
Bol Logic.Airport,Brac,Croatia,BWK,LDSB,43.28570175170898,16.67970085144043
Aachen-Merzbrück Logic.Airport,Aachen,Germany,AAH,EDKA,50.82305526733398,6.186388969421388
Karlsruhe Baden-Baden Logic.Airport,Karlsruhe/Baden-Baden,Germany,FKB,EDSB,48.7793998718,8.08049964905
Astypalaia Logic.Airport,Astypalaia,Greece,JTY,LGPL,36.5798988342,26.3757991791
Ikaria Logic.Airport,Ikaria,Greece,JIK,LGIK,37.6827011108,26.3470993042
Kalymnos Logic.Airport,Kalymnos,Greece,JKL,LGKY,36.963298797600004,26.9405994415
Milos Logic.Airport,Milos,Greece,MLO,LGML,36.696899414099995,24.4769001007
Naxos Logic.Airport,Cyclades Islands,Greece,JNX,LGNX,37.0811004639,25.3680992126
Paros Logic.Airport,Paros,Greece,PAS,LGPA,37.020495000000004,25.113195
Kastelorizo Logic.Airport,Kastelorizo,Greece,KZS,LGKJ,36.1417007446,29.5764007568
Weeze Logic.Airport,Weeze,Germany,NRN,EDLV,51.6024017334,6.14216995239
Norden-Norddeich Logic.Airport,Norden,Germany,NOE,EDWS,53.6330566406,7.190278053280001
Juist Logic.Airport,Juist,Germany,JUI,EDWJ,53.68111038208008,7.055832862854004
Stokmarknes Skagen Logic.Airport,Stokmarknes,Norway,SKN,ENSK,68.578826904297,15.033416748047
Nizhny Novgorod Strigino International Logic.Airport,Nizhniy Novgorod,Russia,GOJ,UWGG,56.23009872436499,43.784000396729
Bogashevo Logic.Airport,Tomsk,Russia,TOF,UNTT,56.380298614502,85.208297729492
Ancona Falconara Logic.Airport,Ancona,Italy,AOI,LIPY,43.616299,13.3623
Milas Bodrum International Logic.Airport,Bodrum,Turkey,BJV,LTFE,37.25059890749999,27.664300918600002
Sabiha Gökçen International Logic.Airport,Istanbul,Turkey,SAW,LTFJ,40.898601532,29.3092002869
Klagenfurt Logic.Airport,Klagenfurt,Austria,KLU,LOWK,46.642502,14.3377
Hammerfest Logic.Airport,Hammerfest,Norway,HFT,ENHF,70.67970275878899,23.668600082397
Valan Logic.Airport,Honningsvag,Norway,HVG,ENHV,71.009696960449,25.983600616455004
Mehamn Logic.Airport,Mehamn,Norway,MEH,ENMH,71.02970123291,27.826700210570998
Vadsø Logic.Airport,Vadsø,Norway,VDS,ENVD,70.065299987793,29.844699859619002
Ust-Ilimsk Logic.Airport,Ust Ilimsk,Russia,UIK,UIBS,58.13610076904297,102.56500244140624
"Ørsta-Volda Logic.Airport, Hovden",Orsta-Volda,Norway,HOV,ENOV,62.180000305176,6.074100017547599
St. Mary's Logic.Airport,ST MARY\\'S,United Kingdom,ISC,EGHE,49.91329956054688,-6.291669845581055
Narvik Framnes Logic.Airport,Narvik,Norway,NVK,ENNK,68.436897277832,17.386699676514002
Berlevåg Logic.Airport,Berlevag,Norway,BVG,ENBV,70.87139892578101,29.034200668335
"Oslo, Fornebu Logic.Airport",Oslo,Norway,FBU,ENFB,59.89580154418945,10.617199897766113
Norilsk-Alykel Logic.Airport,Norilsk,Russia,NSK,UOOO,69.31109619140625,87.33219909667969
Anapa Vityazevo Logic.Airport,Anapa,Russia,AAQ,URKA,45.002101898193,37.347301483154
Atyrau Logic.Airport,Atyrau,Kazakhstan,GUW,UATG,47.12189865112305,51.8213996887207
Kzyl-Orda Southwest Logic.Airport,Kzyl-Orda,Kazakhstan,KZO,UAOO,44.70690155029297,65.59249877929689
Bykovo Logic.Airport,Moscow,Russia,BKA,UUBB,55.6171989441,38.0600013733
Talagi Logic.Airport,Arkhangelsk,Russia,ARH,ULAA,64.60030364990234,40.71670150756836
Saratov Central Logic.Airport,Saratov,Russia,RTW,UWSS,51.56499862670898,46.04669952392578
Novy Urengoy Logic.Airport,Novy Urengoy,Russia,NUX,USMU,66.06939697265625,76.52030181884766
Noyabrsk Logic.Airport,Noyabrsk,Russia,NOJ,USRO,63.18330001831055,75.2699966430664
Aktau Logic.Airport,Aktau,Kazakhstan,SCO,UATE,43.86009979248047,51.09199905395508
Ukhta Logic.Airport,Ukhta,Russia,UCT,UUYH,63.56689834594727,53.8046989440918
Usinsk Logic.Airport,Usinsk,Russia,USK,UUYS,66.00469970703125,57.3671989440918
Pechora Logic.Airport,Pechora,Russia,PEX,UUYP,65.12110137939453,57.13079833984375
Naryan Mar Logic.Airport,Naryan-Mar,Russia,NNM,ULAM,67.63999938964844,53.12189865112305
Pskov Logic.Airport,Pskov,Russia,PKV,ULOO,57.78390121459961,28.39559936523437
Kogalym International Logic.Airport,Kogalym,Russia,KGP,USRK,62.19039916992188,74.53379821777344
Yemelyanovo Logic.Airport,Krasnoyarsk,Russia,KJA,UNKL,56.172901153564,92.493301391602
Sary-Arka Logic.Airport,Karaganda,Kazakhstan,KGF,UAKK,49.670799255371094,73.33439636230469
Uray Logic.Airport,Uraj,Russia,URJ,USHU,60.10329818725586,64.82669830322266
Ivanovo South Logic.Airport,Ivanovo,Russia,IWA,UUBI,56.93939971923828,40.94079971313477
Grímsey Logic.Airport,Grímsey,Iceland,GRY,BIGR,66.5458,-18.0173
Thorshofn Logic.Airport,Thorshofn,Iceland,THO,BITN,66.21849822998047,-15.335599899291992
Vopnafjörður Logic.Airport,Vopnafjörður,Iceland,VPN,BIVO,65.72059631347656,-14.850600242614744
Heringsdorf Logic.Airport,Heringsdorf,Germany,HDF,EDAH,53.8787002563,14.152299881
Heide-Büsum Logic.Airport,Büsum,Germany,HEI,EDXB,54.1533317566,8.90166664124
Helgoland-Düne Logic.Airport,Helgoland,Germany,HGL,EDXH,54.1852798462,7.91583299637
Seinäjoki Logic.Airport,Seinäjoki / Ilmajoki,Finland,SJY,EFSI,62.692100524902344,22.83230018615723
Nottingham Logic.Airport,Nottingham,United Kingdom,NQT,EGBN,52.91999816894531,-1.079169988632202
Robin Hood Doncaster Sheffield Logic.Airport,"Doncaster, Sheffield",United Kingdom,DSA,EGCN,53.4805378105,-1.01065635681
Campbeltown Logic.Airport,Campbeltown,United Kingdom,CAL,EGEC,55.43719863891602,-5.686389923095702
Eday Logic.Airport,Eday,United Kingdom,EOI,EGED,59.19060134887695,-2.7722198963165283
Fair Isle Logic.Airport,Fair Isle,United Kingdom,FIE,EGEF,59.53580093383789,-1.628059983253479
North Ronaldsay Logic.Airport,North Ronaldsay,United Kingdom,NRL,EGEN,59.367500305200004,-2.43443989754
Papa Westray Logic.Airport,Papa Westray,United Kingdom,PPW,EGEP,59.351699829100006,-2.9002799987800003
Stronsay Logic.Airport,Stronsay,United Kingdom,SOY,EGER,59.1553001404,-2.6413900852200003
Sanday Logic.Airport,Sanday,United Kingdom,NDY,EGES,59.25030136108398,-2.576669931411743
Lerwick / Tingwall Logic.Airport,Lerwick,United Kingdom,LWK,EGET,60.192199707,-1.24361002445
Westray Logic.Airport,Westray,United Kingdom,WRY,EGEW,59.350299835200005,-2.95000004768
Land's End Logic.Airport,Land's End,United Kingdom,LEQ,EGHC,50.10279846191406,-5.670559883117676
Penzance Heliport,Penzance,United Kingdom,PZE,EGHK,50.128101,-5.51845
Anglesey Logic.Airport,Angelsey,United Kingdom,VLY,EGOV,53.248100280799996,-4.53533983231
Barra Logic.Airport,Barra,United Kingdom,BRR,EGPR,57.02280044555664,-7.4430599212646475
Donegal Logic.Airport,Dongloe,Ireland,CFN,EIDL,55.0442008972168,-8.340999603271483
Sindal Logic.Airport,Sindal,Denmark,CNL,EKSN,57.5035018921,10.2293996811
Leknes Logic.Airport,Leknes,Norway,LKN,ENLK,68.152496337891,13.609399795532
Namsos Høknesøra Logic.Airport,Namsos,Norway,OSY,ENNM,64.472198486328,11.57859992981
"Mo i Rana Logic.Airport, Røssvoll",Mo i Rana,Norway,MQN,ENRA,66.363899230957,14.301400184631
"Rørvik Logic.Airport, Ryum",Rørvik,Norway,RVK,ENRM,64.838302612305,11.14610004425
Røst Logic.Airport,Røst,Norway,RET,ENRS,67.527801513672,12.103300094604002
Sandane Logic.Airport (Anda),Sandane,Norway,SDN,ENSD,61.830001831055,6.1058301925659
Sogndal Logic.Airport,Sogndal,Norway,SOG,ENSG,61.156101,7.13778
Svolvær Helle Logic.Airport,Svolvær,Norway,SVJ,ENSH,68.243301391602,14.669199943541999
Sørkjosen Logic.Airport,Sorkjosen,Norway,SOJ,ENSR,69.786796569824,20.959400177002
"Vardø Logic.Airport, Svartnes",Vardø,Norway,VAW,ENSS,70.355400085449,31.044900894165
Værøy Heliport,Værøy,Norway,VRY,ENVR,67.654555,12.727257
Bydgoszcz Ignacy Jan Paderewski Logic.Airport,Bydgoszcz,Poland,BZG,EPBY,53.096801757799994,17.9776992798
Łódź Władysław Reymont Logic.Airport,Lodz,Poland,LCJ,EPLL,51.721900939899996,19.3980998993
Åre Östersund Logic.Airport,Östersund,Sweden,OSD,ESNZ,63.194400787354,14.500300407410002
Hagfors Logic.Airport,Hagfors,Sweden,HFS,ESOH,60.02009963989258,13.578900337219238
Karlstad Logic.Airport,Karlstad,Sweden,KSD,ESOK,59.444698333699996,13.337400436400001
Torsby Logic.Airport,Torsby,Sweden,TYF,ESST,60.1576004028,12.991299629199998
Ängelholm-Helsingborg Logic.Airport,Ängelholm,Sweden,AGH,ESTA,56.29610061645508,12.847100257873535
Storuman Logic.Airport,Mohed,Sweden,SQO,ESUD,64.96089935302734,17.69659996032715
Hemavan Logic.Airport,Hemavan,Sweden,HMV,ESUT,65.80609893798828,15.082799911499025
Ventspils International Logic.Airport,Ventspils,Latvia,VTS,EVVA,57.35779953,21.5442008972
La Gomera Logic.Airport,La Gomera,Spain,GMZ,GCGM,28.029600143432614,-17.214599609375
Ercan International Logic.Airport,Nicosia,Cyprus,ECN,LCEN,35.15470123291016,33.49610137939453
Logroño-Agoncillo Logic.Airport,Logroño-Agoncillo,Spain,RJL,LELO,42.4609534888,-2.32223510742
Île d'Yeu Logic.Airport,Île d'Yeu,France,IDY,LFEY,46.71860122680664,-2.3911099433898926
Angers-Loire Logic.Airport,Angers/Marcé,France,ANE,LFJR,47.56029891967773,-0.3122220039367676
La Môle Logic.Airport,La Môle,France,LTT,LFTZ,43.20539855957031,6.48199987411499
Syros Logic.Airport,Syros Island,Greece,JSY,LGSO,37.422798156700004,24.950899124099998
Pécs-Pogány Logic.Airport,Pécs-Pogány,Hungary,PEV,LHPP,45.990898,18.240996
Győr-Pér International Logic.Airport,Győr,Hungary,QGY,LHPR,47.624401,17.813601000000002
Sármellék International Logic.Airport,Sármellék,Hungary,SOB,LHSM,46.686391,17.159084
Aosta Logic.Airport,Aosta,Italy,AOT,LIMW,45.738499,7.36872
Salerno Costa d'Amalfi Logic.Airport,Salerno,Italy,QSR,LIRI,40.620399,14.9113
Corvo Logic.Airport,Corvo,Portugal,CVU,LPCR,39.67150115966797,-31.11359977722168
Banja Luka International Logic.Airport,Banja Luka,Bosnia and Herzegovina,BNX,LQBK,44.94139862060547,17.297500610351562
Uşak Logic.Airport,Usak,Turkey,USQ,LTBO,38.68149948120117,29.47170066833496
Kars Logic.Airport,Kars,Turkey,KSY,LTCF,40.562198638916016,43.1150016784668
Şanlıurfa Logic.Airport,Sanliurfa,Turkey,SFQ,LTCH,37.09429931640625,38.84709930419922
Kahramanmaraş Logic.Airport,Kahramanmaras,Turkey,KCM,LTCN,37.5388259888,36.9535217285
Ağrı Logic.Airport,Agri,Turkey,AJI,LTCO,39.654541015625,43.025978088378906
Adıyaman Logic.Airport,Adiyaman,Turkey,ADF,LTCP,37.7313995361,38.4688987732
Süleyman Demirel International Logic.Airport,Isparta,Turkey,ISE,LTFC,37.8554000854,30.368400573699997
Balıkesir Körfez Logic.Airport,Balikesir Korfez,Turkey,EDO,LTFD,39.554599761999995,27.013799667399997
Samsun Çarşamba Logic.Airport,Samsun,Turkey,SZF,LTFH,41.254501,36.567101
Žilina Logic.Airport,Žilina,Slovakia,ILZ,LZZI,49.231498718299996,18.6135005951
Kokshetau Logic.Airport,Kokshetau,Kazakhstan,KOV,UACK,53.3291015625,69.59459686279297
Petropavlosk South Logic.Airport,Petropavlosk,Kazakhstan,PPK,UACP,54.77470016479492,69.18389892578125
Zhezkazgan Logic.Airport,Zhezkazgan,Kazakhstan,DZN,UAKD,47.708302,67.733299
Ust-Kamennogorsk Logic.Airport,Ust Kamenogorsk,Kazakhstan,UKK,UASK,50.036598205566406,82.49420166015625
Kostanay West Logic.Airport,Kostanay,Kazakhstan,KSN,UAUU,53.20690155029297,63.55030059814453
Ganja Logic.Airport,Ganja,Azerbaijan,KVD,UBBG,40.737701416015625,46.31760025024414
Nakhchivan Logic.Airport,Nakhchivan,Azerbaijan,NAJ,UBBN,39.18880081176758,45.45840072631836
Chulman Logic.Airport,Neryungri,Russia,CNN,UELL,56.913898468018,124.91400146484
Polyarny Logic.Airport,Yakutia,Russia,PYJ,UERP,66.4003982544,112.029998779
Chokurdakh Logic.Airport,Chokurdah,Russia,CKH,UESO,70.62310028076172,147.90199279785156
Cherskiy Logic.Airport,Cherskiy,Russia,CYX,UESS,68.7406005859375,161.33799743652344
Tiksi Logic.Airport,Tiksi,Russia,IKS,UEST,71.69770050048801,128.90299987793
Komsomolsk-on-Amur Logic.Airport,Komsomolsk-on-Amur,Russia,KXK,UHKK,50.40900039672852,136.93400573730472
Ugolny Logic.Airport,Anadyr,Russia,DYR,UHMA,64.73490142822266,177.74099731445312
Okhotsk Logic.Airport,Okhotsk,Russia,OHO,UHOO,59.41006469726562,143.05650329589844
Mariupol International Logic.Airport,Mariupol International,Ukraine,MPW,UKCM,47.07609939575195,37.44960021972656
